6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.832326516196361998e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.806784024459267446e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-1.004206717813759031e+00,-4.104392758871533431e-02,-8.865715611511715277e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-4.104392758871533431e-02,1.126984926331942027e-02,-6.260770637802615113e-03,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.295032494802862422e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.855980679909616127e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-4.104392758871533431e-02,1.126984926331942027e-02,-6.260770637802615113e-03,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
0.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,6.954198354618890132e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.522387124966702032e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.826525091169889814e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,-8.647720317515650290e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-1.041043927588715334e+00,1.126984926331942027e-02,-1.006260770637802615e+00,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
1.053228195268681588e+01,-5.219248987175220122e+00,1.193243016553959990e+01,6.716485792902773255e+00,-5.562384564716168711e+01,-1.906274644963278320e+01,9.594279844495162024e+00,-8.056566930314124875e+01,1.333534306467701924e+01,-3.283514207097226745e+00,7.580926132775749693e+01,-4.057201555048379760e-01,2.228389096474049325e+01,4.663462574899284618e+00,6.716485792902773255e+00,1.907427510790628844e+01,1.671648579290277326e+01,2.595675976229935600e+01,2.245573567115613400e+00,-5.033811779220371818e-01,1.053228195268681588e+01,9.594279844495162024e+00,-1.906274644963278320e+01,2.283890964740493246e+00,-3.283514207097226745e+00,1.581823745987479413e+01,-1.493589847002141369e+00,7.580926132775749693e+01,3.335343064677019242e+00,-1.000902479134161638e+01,4.496618822077962818e+00,1.420406421977459388e+01,2.828761706234354278e+01,5.878290698120451907e-01,9.594279844495162024e+00,6.716485792902773255e+00,9.015879410655429638e-01,-5.008616510242092090e-01,1.069110761685506361e+01,9.663462574899284618e+00,1.340793292454317509e+01,6.580926132775749693e+01
-9.933464755914147570e-01,-1.002740612339690252e+00,2.415537706924486550e-02,-1.041043927588715334e+00,-8.558187350544624872e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-1.042780688504279629e+00,-9.583082116915373483e-01,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-1.041043927588715334e+00,-8.865715611511715277e-01,-1.041043927588715334e+00,-8.005405029712582277e-01,-9.719303304110549213e-01,-1.312922647240255536e-01,-9.933464755914147570e-01,-5.071501943810563517e-03,-1.363284330620409879e+00,-9.714513629407438566e-01,-4.104392758871533431e-02,-8.647720317515650290e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.000112809891770205e+00,-1.131292264724025554e+00,-8.224491972528171768e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-1.041043927588715334e+00,1.126984926331942027e-02,-6.260770637802615113e-03,-9.913611547893117493e-01,-1.004206717813759031e+00,4.259916155678977745e-02,8.226157665969686672e-01
6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.576844241446192507e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.844412568000646679e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-1.041043927588715334e+00,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-4.104392758871533431e-02,1.126984926331942027e-02,-6.260770637802615113e-03,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.382766647430532236e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.816793977071668342e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-4.104392758871533431e-02,1.126984926331942027e-02,-6.260770637802615113e-03,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
6.653524408585242966e-03,1.997259387660309748e+00,2.415537706924486550e-02,-4.104392758871533431e-02,-3.131581394719712419e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.258679294173132179e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,9.589560724112846657e-01,1.994594970287417723e-01,1.028069669588945079e+00,-1.312922647240255536e-01,1.006653524408585243e+00,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,2.728479016353493325e-01,9.589560724112846657e-01,1.126984926331942027e-02,9.937392293621973849e-01,8.638845210688250731e-03,-4.206717813759031088e-03,1.042599161556789777e+00,8.226157665969686672e-01
6.653524408585242966e-03,-2.740612339690251531e-03,2.415537706924486550e-02,-4.104392758871533431e-02,-6.792207854086982355e-01,-3.632843306204098788e-01,-5.071501943810563517e-03,-9.947885264974541952e-01,4.169178830846265171e-02,-4.104392758871533431e-02,8.226157665969686672e-01,-5.071501943810563517e-03,2.854863705925614337e-02,-4.206717813759031088e-03,-4.104392758871533431e-02,1.134284388488284723e-01,-4.104392758871533431e-02,1.994594970287417723e-01,2.806966958894507869e-02,-1.312922647240255536e-01,6.653524408585242966e-03,-5.071501943810563517e-03,-3.632843306204098788e-01,2.854863705925614337e-02,-4.104392758871533431e-02,1.352279682484349710e-01,-1.866987308752676711e-02,8.226157665969686672e-01,4.169178830846265171e-02,-1.128098917702047288e-04,-1.312922647240255536e-01,1.775508027471828232e-01,2.285952132792943292e-01,7.347863372650698111e-03,-5.071501943810563517e-03,-4.104392758871533431e-02,1.126984926331942027e-02,-6.260770637802615113e-03,8.638845210688250731e-03,-4.206717813759031088e-03,4.259916155678977745e-02,8.226157665969686672e-01
